state,city,institute_carnegie_classification,school,primary_investigator,Position,website,research_interest,postdoc_wanted
Maryland,College Park,R1,University of Maryland,Osvaldo Gutierrez,,https://www.gutierrezlabs.com/,"Computational catalyst design,reaction mechanism,dual transition metal photoredox catalyzed transformations,synthetic organic",
Maryland,College Park,R1,University of Maryland,Philip DeShong,,http://www.chem.umd.edu/faculty-staff-directory/facultydirectory/philip-deshong,"colloid chemistry and nanotechnology,synthesis of complex bioconjugates,biosensors,drug delivery,vaccine development,synthetic organic",
Maryland,Baltimore,R1,Johns Hopkins University,Rebekka Klausen,,https://pages.jh.edu/~chem/klausen/,"barbon and silicon based materials,crystalline silicon  semiconductors,polymers and nanomaterials,synthetic organic",
Maryland,Baltimore,R1,Johns Hopkins University,Steven Rokita,,,"enzyme catalysis,nucleic acid modification",
Maryland,Baltimore,R1,Johns Hopkins University,Thomas Lectka,,http://lectka.chemistry.jhu.edu/,"organic,flourine,inorganic,metal catalysis and photochemistry,selective bond activation,synthetic organic",
Maryland,Baltimore,R1,Johns Hopkins University,Xiongyi Huang,,,"enzymes,metalloenzymes,bioorganic and protein engineering",
Massachussetts,Boston,R1,Boston University,Aaron Beeler,,https://www.bu.edu/chemistry/faculty/beeler/,"medicinal chemistry,synthetic organic,microfluidics,synthetic organic",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Alexander Radosevich,,,"homogenous catalysts and reagents based on inexpensive p block elements,phosphorous based molecular catalysts",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Alison Wendlandt,,https://wendlandtlab.com,"organic / organometallic synthesis,mechanistic study,catalyst design,synthetic organic",
Massachussetts,Chestnut Hill,R1,Boston College,Amir Hoveyda,,https://sites.bc.edu/amir-hoveyda/,"chiral catalysts,conjugate addition and olefin metathesis,total synthesis and reaction mechanism,synthetic organic",
Massachussetts,Cambridge,R1,Harvard University,Andrew Myers,,http://faculty.chemistry.harvard.edu/myers,"natural products,enantioenriched chiral auxiliary,synthetic organic",
Massachussetts,Worcester,R2,Worcester Polytechnic  University,Anita Mattson,,https://www.amattson.com,"catalyst design for non covalent catalysts,boronate ureas and silanediols,enantioenriched nitrogen and oxygen heterocycles,synthetic organic",
Massachussetts,Boston,R1,Boston University,Arturo Vegas,,,"conjugate and nanoparticle,drug delivery",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Barbara Imperiali,,,,
Massachussetts,Waltham,R1,Brandeis University,Barry Snider,,http://blogs.brandeis.edu/snidergroup/,"natural products,free readical chemistry,lewis acid induced reactions,synthetic organic",
Massachussetts,Boston,R2,University of Massachusetts Boston,Bela Torok,,,"green chemistry,medicinal chemistry,catalysis",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Bradley Pentelute,,,"efficient and selective modiification of proteins,modify proteins to enhance their therapeutic properties,enzymes catalyzed promtoed by a motif",
Massachussetts,Cambridge,R1,Harvard University,Brian Liau,,,"molecular mechanisms of gene regulation,functional genomics",
Massachussetts,North Dartmouth,R2,University of Massachusetts Dartmouth,Catherine Neto,,,"natural products,phytochemistry,organic analytical",
Massachussetts,Waltham,R1,Brandeis University,Chi Ting,,https://www.brandeis.edu/chemistry/faculty/ting-chi.html,"natural product synthesis,chemoselective functionalization of peptides,genome mining and natural product biosynthesis,synthetic organic",True
Massachussetts,Cambridge,R1,Harvard University,Christina Woo,,http://www.woolab.org,"chemical proteomic methods,protein target identification and relationship,drug discovery,synthetic organic",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Christopher Cummins,,,"reactivity of strained anthracene precursors,Sustainable Phosphate Reduction and Utilization",
Massachussetts,Medford,R1,Tufts University,Clay Bennett,,http://ase.tufts.edu/chemistry/bennett/,"carbohydrates fro vaccines,carbohydrate synthesis,synthetic organic",
Massachussetts,Cambridge,R1,Harvard University,Dan Kahne,,,"antibiotic resistance,protein translocation trafficking,cell wall biosynthesis",
Massachussetts,Cambridge,R1,Harvard University,Daniel Kahne,,http://faculty.chemistry.harvard.edu/kahne,synthetic organic,
Massachussetts,Cambridge,R1,Harvard University,David Evans,Emeritus,http://www.coastal.edu/science/faculty/details.php?x=11,,
Massachussetts,Cambridge,R1,Harvard University,David Liu,,,"in vivo delivery of genome editing proteinsevolution of proteins,DNA-templated organic synthesis and DNA encoded libraries",
Massachussetts,Amherst,R1,University of Massachusettes Amherst,Dhandapani Venkataraman,,,"hybrid organic inorganic perovskites,organic nanoparticles assembly,supramolecular methods",
Massachussetts,Cambridge,R1,Harvard University,E. J. Corey,Emeritus,http://faculty.chemistry.harvard.edu/elias-corey,synthetic organic,
Massachussetts,Cambridge,R1,Harvard University,Emily Balskus,,,"microbial metabolism,enzymes in microbial genome sequencing data,biocompatible,nonenzymatic chemicla transformations",
Massachussetts,Cambridge,R1,Harvard University,Eric Jacobsen,,http://www.people.fas.harvard.edu/~jacobsengroup/,"catalytic reactions,mechanistic and computational techniques,enantioselective pericyclic reactions,epoxidations,homo and hetero bimetallic catalysis,synthetic organic",
Massachussetts,Amherst,R1,University of Massachusettes Amherst,Eric Strieter,,,"proteome ubiquitination and degradation,posttranslational modifications",
Massachussetts,Boston,R1,Northeastern University,George O’Doherty,,https://www.northeastern.edu/odoherty/,synthetic organic,
Massachussetts,Waltham,R1,Brandeis University,Hao Xu,,https://www.brandeis.edu/chemistry/faculty/xu-hao.html,"non precious metal catalysis,translational synthetic chemistry,synthetic organic",
Massachussetts,Waltham,R1,Brandeis University,Isaac Krauss,,http://people.brandeis.edu/~kraussi/index.html,"chemical glycobiology,synthetic organic",
Massachussetts,Worcester,R2,Worcester Polytechnic  University,James Dittami,,https://www.wpi.edu/people/faculty/jdittami,"natural products,synthetic organic",
Massachussetts,Chestnut Hill,R1,Boston College,James Morken,,https://sites.google.com/bc.edu/james-morken//,"metal catalyzed asymmetric transformations,organometallic,physical and synthetic organic chemistry,natural product synthesis,synthetic organic",
Massachussetts,Boston,R1,Boston University,James Panek,,http://people.bu.edu/panek/,"stereocontrolled synthesis of natural products,diversity oriented synthesis,methodology,synthetic organic",
Massachussetts,Chestnut Hill,R1,Boston College,Jeffrey Byers,,,"organotransition metal chemistry,copolymers for engineered polymers,biodegradable materials,iron catalysts with lewis acid",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Jeremiah Johnson,,,"complex materials synthesis,nanoscopic poymers archictectures",
Massachussetts,Boston,R1,Boston University,John Porco,,https://www.porcogroup.com/,"biomimetic approaches to natural products,asymmetric catalysis of photocycloadditions,atropselective synthesis,synthetic organic",
Massachussetts,Boston,R1,Boston University,John Snyder,,http://people.bu.edu/jsnyder/index.htm,"diversity oriented synthesis,novel heterocyclic synthesis,homo diels alder chemistry,synthetic organic",
Massachussetts,Cambridge,R1,Harvard University,Jon Clardy,,,"environmental DNA,isolation and structure of natural products,protein structure and enzymology",
Massachussetts,Medford,R1,Tufts University,Kumar,,,"biophysics of cellular membranes,origin of life,self assembling trans membrane proteins",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Laura Kiessling,,https://chemistry.mit.edu/profile/laura-l-kiessling/,"carbohydrate assembly recognition,and function,multivalent protein carbohydrate interactions,carbohydrate polymer biosynthesis,synthetic organic",
Massachussetts,Boston,R1,Boston University,Malika Jeffries-EL,,,"organic semiconductors for energy,electronics and life sciences,theory and materials engineering,macromolecular novel pi conjugated materials",
Massachussetts,Chestnut Hill,R1,Boston College,Marc Snapper,,https://www2.bc.edu/marc-snapper/,"medium ring containing compounds,combinatorial techniques,natural product synthesis,synthetic organic",
Massachussetts,Worcester,R2,Worcester Polytechnic  University,Marion Emmert,,,,
Massachussetts,Boston,R1,Boston University,Mark Grinstaff,,,"novel dendrimers,biodendrimers,interfacial biomaterials,electrochemical based sensors and devices polymer nanostructures",
Massachussetts,Chestnut Hill,R1,Boston College,Masayuki Wasa,,https://www2.bc.edu/masayuki-wasa/,"polyfunctional lewis pair catalysis,transition metal free asymmetric hydrogenation of unsaturated substrates,CO2 functionalization and C-H bond functionalization,synthetic organic",
Massachussetts,Cambridge,R1,Harvard University,Matthew Shair,,http://www.shairlab.com,"kinase regulate gene expression,synthetic organic",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Matthew Shoulders,,,"protein homeostasis,protein folding",
Massachussetts,Amherst,R1,University of Massachusettes Amherst,Michelle Farkas,,,"cancer aggressionn,imaging and drug delivery",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Mircea Dinca,,,"storage and consumption of energy and global environmental concerns,electrically conductive,electrochemical,and photophysical properties,microporous materials,MOFs",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Mohammad Movassaghi,,http://web.mit.edu/movassag/www/index.htm,"natural product synthesis,catalytic and asymmetric reactionspredicted biogenetic pathways and biosynthesis,synthetic organic",
Massachussetts,Worcester,R2,Worcester Polytechnic  University,Patricia Musacchio,,https://www.zhang-musacchioresearchgroup.com/,"radical intermediates,bioconjugation,radical mediated biocatalysis systems,synthetic organic",True
Massachussetts,Amherst,R1,University of Massachusettes Amherst,Rachid Skouta,,,"structure activity relationship study,natural products",
Massachussetts,Boston,R1,Northeastern University,Rein Kirss,,,"iron and ruthenium chemistry,synthetic and mechanistic insight,phosphine substitution",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Rick Danheiser,,http://danheiserlab.mit.edu/,"natural product total synthesis,polycyclic aromatic systems,green chemistry aqueous solvent,metal free synthesis,synthetic organic",
Massachussetts,Boston,R1,Northeastern University,Robert Hanson,,,synthetic organic chemistry,
Massachussetts,Boston,R1,Northeastern University,Roman Manetsch,,http://manetschlab.com,"LC/MS approach at medicinal chemistry,mass spectrometry,synthetic organic",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Ronald Raines,,,"amino acid sequence and protein function relationship,synthetic proteins,conversion of crude biomass into usefuel fuels",
Massachussetts,Amherst,R1,University of Massachusettes Amherst,Sankaran Thayumanavan,,,"polymer self assembly,responsive materials,diagnostics and sensing",
Massachussetts,Medford,R1,Tufts University,Scheck,,,"posttranslational modifications,protein modifications and interactions,non enzymatic reactivity and selectivity",
Massachussetts,Boston,R1,Boston University,Scott Shaus,,https://www.bu.edu/chemistry/faculty/schaus/,"natural product synthesis,chemical genomics,bioinformatics,asymmetric cabron carbon bond forming reactions,morita baylis hillman reactions,synthetic organic",
Massachussetts,Chestnut Hill,R1,Boston College,Shih-Yuan Liu,,,"boron and nitrogen containing heterocycles,azaborines,arenes,isoterism",
Massachussetts,North Dartmouth,R2,University of Massachusetts Dartmouth,Sivappa Rasapalli,,https://www.umassd.edu/cas/chemistry/faculty--staff/sivappa-rasapalli/,"medicinal chemistry,green chemistry,natural products,synthetic organic",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Stephen Buchwald,,https://chemistry-buchwald.mit.edu,"ligand synthesis and flow chemistry,Carbon nitrogen bond formation,carbon-fluorine bond formation,synthetic organic",
Massachussetts,Cambridge,R1,Harvard University,Stuart Schreiber,,https://chemistry.harvard.edu/people/stuart-l-schreiber,"diversity oriented synthesis,therapy resistant cancer,small molecule binders asymmetric synthesis,synthetic organic",
Massachussetts,Boston,R1,Northeastern University,Sunny Zhou,,,"protein chemistry,analysis and engineering of biology and medicine",
Massachussetts,Medford,R1,Tufts University,Thomas,,,"Photochemical control of charge,conjugated materials,singlet oxygen responsive materials",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Timothy Jamison,,http://web.mit.edu/chemistry/jamison/,"continuous flow chemistry,nickel catalysis,epoxide opening cascades,synthetic organic",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Timothy Swager,,,"supramolecular materials functional assemblies,molecular recognition,chemosensors,electronic polymers,carbon nanotubes and graphenes",
Massachussetts,Amherst,R1,University of Massachusettes Amherst,Trisha Andrew,,,"wearable electronics,photoswitchable molecules",
Massachussetts,Amherst,R1,University of Massachusettes Amherst,Vincent Rotello,,,"nanomaterial interactions,supramolecular chemistry,CRISPR gene editing",
Massachussetts,Boston,R2,University of Massachusetts Boston,Wei Zhang,,http://alpha.chem.umb.edu/faculty/zhang/code/index.htm,"flurous chemistry,free radical chemistry,asymmetric organocatalysis,synthetic organic",
Massachussetts,Chestnut Hill,R1,Boston College,X. Peter Zhang,,https://sites.bc.edu/peter-zhang/,"one electron catalytic approachh from homolytic radical chemistry,metalloradical catalysis,cobalt and chiral porphyrin catalysts,synthetic organic",
Massachussetts,Cambridge,R1,Massachusetts Institute of Technology,Xiao Wang,,,"pbiophysics and genomics,in situ sequencing of nucelic acids,molecular imaging methods",
